Date,Open,High,Low,Close,Volume
2020-02-28,85.09,86.6,82.94,85.07,1132152
2020-02-29,86.08,87.0,85.2,86.09,1632120
2020-03-01,85.93,86.61,83.72,85.61,1178834
2020-03-02,84.42,86.08,83.55,84.65,1552555
2020-03-03,83.91,84.59,82.44,84.17,546343
2020-03-04,81.99,83.42,80.31,81.91,500739
2020-03-05,81.84,84.38,82.13,83.37,1522329
2020-03-06,85.54,86.71,83.7,85.07,1961350
2020-03-07,84.82,85.58,82.95,85.19,1848874
2020-03-08,86.48,88.09,85.15,85.84,537339
2020-03-09,86.39,87.41,85.06,86.58,710868
2020-03-10,86.49,87.69,84.47,86.53,1161954
2020-03-11,85.8,87.39,85.61,87.18,1561761
2020-03-12,89.12,89.68,87.33,88.13,1411346
2020-03-13,89.06,89.92,87.39,88.78,1692220
2020-03-14,90.51,92.91,89.9,90.78,605784
2020-03-15,88.06,87.64,86.39,86.72,910785
2020-03-16,88.42,89.33,87.18,88.44,1880473
2020-03-17,88.76,90.22,87.82,89.0,1697167
2020-03-18,87.22,89.08,87.33,88.21,1529358
2020-03-19,89.18,88.92,87.0,87.96,1044092
2020-03-20,84.53,86.28,84.18,85.4,1624862
2020-03-21,85.32,85.89,82.92,84.63,958753
2020-03-22,84.85,87.22,84.28,85.55,517275
2020-03-23,87.25,89.21,85.93,88.26,704490
2020-03-24,87.18,88.04,85.49,85.75,742462
2020-03-25,86.09,87.55,84.02,85.97,1086356
2020-03-26,84.18,86.02,83.93,84.05,622750
2020-03-27,86.74,86.78,84.28,86.81,1319033
2020-03-28,87.21,87.58,85.39,86.37,1341653
2020-03-29,85.42,87.05,84.14,85.28,1532116
2020-03-30,87.46,87.4,85.61,87.01,1869035
2020-03-31,86.08,88.73,86.16,86.99,1152528
2020-04-01,87.95,89.91,86.75,87.76,1826037
2020-04-02,87.45,88.11,86.69,86.58,1003861
2020-04-03,86.29,88.1,85.5,86.62,1267442
2020-04-04,86.26,87.71,85.34,85.52,1520012
2020-04-05,84.05,85.84,82.49,83.4,1065527
2020-04-06,84.28,86.2,82.41,84.43,780226
2020-04-07,85.18,86.04,83.57,84.28,1873240
2020-04-08,84.66,86.44,83.05,84.99,904295
2020-04-09,84.54,85.77,83.16,85.17,1027172
2020-04-10,82.87,83.63,81.06,82.23,667419
2020-04-11,82.06,82.34,79.77,81.73,1752379
2020-04-12,81.55,81.84,79.32,82.16,829931
2020-04-13,79.38,81.25,78.27,79.36,1698388
2020-04-14,79.97,80.61,78.77,80.31,614297
2020-04-15,79.88,80.85,79.0,80.85,1037103
2020-04-16,82.5,84.73,82.31,83.57,673963
2020-04-17,83.37,83.96,82.24,84.05,814710
2020-04-18,83.34,85.19,82.57,83.93,1185273
2020-04-19,84.08,84.99,81.93,83.39,630134
2020-04-20,81.21,82.76,78.96,81.35,1012099
2020-04-21,79.81,81.99,79.64,81.33,894554
2020-04-22,80.44,81.45,80.33,81.41,643854
2020-04-23,83.82,85.88,82.76,84.57,1372041
2020-04-24,84.03,86.02,83.5,83.9,1817334
2020-04-25,84.94,86.71,83.28,84.81,1418245
2020-04-26,84.54,85.81,84.12,85.13,1447714
2020-04-27,82.61,83.89,81.81,83.42,566269
2020-04-28,85.27,86.48,82.64,84.41,1300376
2020-04-29,84.6,86.54,85.1,85.91,1998783
2020-04-30,87.55,88.36,85.8,86.28,501806
2020-05-01,85.3,86.68,84.61,86.06,1430789
2020-05-02,87.64,88.24,85.82,87.28,871018
2020-05-03,85.31,86.59,83.77,85.97,1625569
2020-05-04,87.23,87.35,85.6,85.88,1746937
2020-05-05,89.12,91.27,89.12,90.26,540126
2020-05-06,88.26,90.18,86.81,88.41,1366555
2020-05-07,87.67,88.31,86.4,87.01,1582368
2020-05-08,86.75,89.27,86.05,87.9,1132266
2020-05-09,86.34,87.38,86.25,86.5,849828
2020-05-10,84.4,85.78,83.77,84.85,816505
2020-05-11,84.13,85.18,83.05,84.44,1542949
2020-05-12,82.57,84.88,82.16,82.12,1230867
2020-05-13,83.52,85.34,81.91,83.2,564627
2020-05-14,82.64,83.8,81.73,82.1,1276264
2020-05-15,84.47,86.37,83.81,85.32,1219003
2020-05-16,84.0,84.93,81.47,83.91,914418
2020-05-17,82.48,84.93,81.83,83.79,1116516
2020-05-18,83.57,85.77,82.65,85.03,1346315
2020-05-19,83.32,84.24,81.58,82.09,1120843
2020-05-20,82.37,83.97,81.28,82.6,1416623
2020-05-21,84.0,85.33,83.07,84.45,1103846
2020-05-22,81.37,83.54,81.27,81.91,1013229
2020-05-23,83.06,83.21,80.78,81.6,1395893
2020-05-24,82.74,84.3,81.51,82.9,1723368
2020-05-25,83.96,85.31,83.0,83.44,801806
2020-05-26,82.15,83.66,80.89,82.21,1416035
2020-05-27,80.75,80.76,78.88,81.31,741322
2020-05-28,80.94,81.82,80.28,80.78,624825
2020-05-29,82.65,82.71,80.37,81.57,847432
2020-05-30,81.92,83.78,80.84,82.31,1846117
2020-05-31,82.9,83.45,81.27,82.51,1342526
2020-06-01,81.75,82.49,79.71,81.5,1901360
2020-06-02,81.68,83.27,80.48,81.52,1700264
2020-06-03,81.85,83.55,80.23,82.02,989690
2020-06-04,81.23,82.02,80.13,80.59,637733
2020-06-05,84.12,84.98,82.74,84.29,688101
2020-06-06,84.29,85.4,82.9,83.71,932259
2020-06-07,82.87,84.74,81.47,83.28,1726090
2020-06-08,84.39,84.47,82.46,83.07,1347810
2020-06-09,83.35,83.37,81.73,82.79,1836663
2020-06-10,83.92,84.03,82.4,83.32,534487
2020-06-11,86.16,86.06,84.33,84.62,1617599
2020-06-12,83.69,85.67,82.0,84.29,1442063
2020-06-13,85.8,86.25,84.48,85.91,1357812
2020-06-14,86.73,86.69,84.24,85.85,1983311
2020-06-15,86.85,88.51,85.78,87.66,1509180
2020-06-16,89.9,90.66,89.13,89.0,1559992
2020-06-17,90.64,90.4,88.46,89.12,1636365
2020-06-18,88.16,90.36,86.88,89.29,604766
2020-06-19,86.64,88.97,85.49,87.2,1042472
2020-06-20,86.85,87.96,85.35,85.16,1329203
2020-06-21,86.57,87.75,84.96,85.62,1111283
2020-06-22,86.7,88.01,85.48,86.02,1281321
2020-06-23,86.88,87.48,86.33,86.82,1957290
2020-06-24,87.92,89.81,86.74,87.95,1618374
2020-06-25,88.3,89.93,86.38,88.25,795058
2020-06-26,91.13,92.04,89.27,90.3,1023666
2020-06-27,90.06,91.2,88.33,90.62,1940682
2020-06-28,95.11,94.87,92.58,94.23,665957
2020-06-29,94.51,96.73,93.9,95.19,980150
2020-06-30,93.66,95.27,92.96,94.26,1133447
2020-07-01,91.88,94.04,90.5,91.87,1611689
2020-07-02,92.25,93.53,91.01,92.16,1286750
2020-07-03,92.38,93.3,90.93,93.06,1102147
2020-07-04,93.74,94.35,93.0,93.6,1423253
2020-07-05,94.5,95.93,93.41,94.31,1647134
2020-07-06,95.21,94.91,93.52,93.81,521441
2020-07-07,93.09,93.46,91.5,92.55,1163886
2020-07-08,91.16,92.58,88.95,91.01,1264947
2020-07-09,89.95,90.45,89.25,90.41,1978953
2020-07-10,92.04,92.95,89.44,91.59,1364733
2020-07-11,92.72,92.57,90.19,91.92,500961
2020-07-12,89.92,91.42,88.12,89.94,996085
2020-07-13,89.42,91.25,87.96,89.98,1916540
2020-07-14,90.22,92.34,89.87,90.4,1731614
2020-07-15,89.31,91.05,87.31,89.77,779117
2020-07-16,89.62,89.91,88.71,89.21,1763556
2020-07-17,89.83,90.1,88.39,89.67,1002551
2020-07-18,88.0,88.64,85.99,87.37,1536057
2020-07-19,88.31,89.81,86.45,87.98,1649869
2020-07-20,88.83,90.98,87.89,89.03,1020044
2020-07-21,90.97,91.96,89.38,90.37,1356509
2020-07-22,93.28,93.76,90.79,92.75,1972470
2020-07-23,90.8,91.07,88.54,89.61,1426350
2020-07-24,89.15,90.59,88.2,88.93,732450
2020-07-25,90.17,91.6,87.94,89.72,1394283
2020-07-26,90.24,91.32,89.2,89.52,1094853
2020-07-27,90.94,92.44,90.02,90.97,1564848
2020-07-28,96.6,97.6,95.84,97.1,679685
2020-07-29,97.77,99.17,96.57,98.04,1375738
2020-07-30,99.32,100.79,97.62,99.43,1936882
2020-07-31,101.57,101.68,99.64,101.3,1299536
2020-08-01,101.7,103.1,100.01,101.89,1433359
2020-08-02,101.07,102.47,100.7,101.48,1407495
2020-08-03,103.58,103.89,101.02,102.73,1782647
2020-08-04,101.22,102.83,99.73,101.91,1615031
2020-08-05,101.17,101.61,99.57,100.75,804850
2020-08-06,100.59,102.01,98.95,100.12,1845246
2020-08-07,99.92,102.06,99.14,100.15,1255495
2020-08-08,104.58,105.01,102.17,103.79,1164723
2020-08-09,101.48,101.74,99.43,101.87,1860231
2020-08-10,102.97,103.82,101.5,102.47,579791
2020-08-11,99.43,101.7,98.0,99.2,1486850
2020-08-12,99.11,99.92,97.94,98.76,501440
2020-08-13,100.71,101.68,99.81,100.88,1920135
2020-08-14,100.92,101.57,98.99,100.34,1222615
2020-08-15,98.45,100.54,98.03,98.81,1931080
2020-08-16,98.16,98.83,96.39,98.77,1199573
2020-08-17,98.41,100.15,98.23,98.81,1151207
2020-08-18,98.2,99.57,97.52,98.5,1694579
2020-08-19,97.29,99.69,97.11,98.98,619773
2020-08-20,97.49,99.5,97.77,98.05,1511674
2020-08-21,97.85,98.57,95.81,97.0,1901741
2020-08-22,100.38,102.0,99.74,100.52,753902
2020-08-23,101.11,102.12,100.44,101.06,861427
2020-08-24,99.2,99.19,97.94,98.63,1712688
2020-08-25,99.01,100.67,97.92,98.75,807687
2020-08-26,98.29,98.47,96.18,98.04,1899897
2020-08-27,99.05,100.7,98.41,99.83,1444077
2020-08-28,99.29,99.83,96.48,98.36,1930041
2020-08-29,97.47,98.68,95.9,98.02,1212622
2020-08-30,99.4,99.59,97.01,97.55,1943480
2020-08-31,99.8,101.18,98.11,100.05,1662200
2020-09-01,97.2,99.85,97.37,98.89,1369947
2020-09-02,97.77,99.44,96.65,96.02,1318235
2020-09-03,96.97,98.43,94.97,97.16,1171514
2020-09-04,95.31,96.47,94.26,95.76,1142218
2020-09-05,98.02,99.99,97.02,98.06,1258347
2020-09-06,99.08,100.21,97.6,99.49,1236019
2020-09-07,97.37,98.41,96.08,98.05,523998
2020-09-08,97.34,99.15,98.01,98.96,1554362
2020-09-09,102.29,102.55,100.08,101.57,1607635
2020-09-10,103.06,104.99,101.79,102.84,1775473
2020-09-11,100.36,102.21,99.82,101.1,1750313
2020-09-12,100.77,101.26,98.45,100.74,1118738
2020-09-13,102.19,103.28,101.2,102.01,699453
2020-09-14,101.75,102.92,100.2,101.0,1098272
2020-09-15,102.03,103.43,100.0,103.22,1794645
2020-09-16,102.97,103.88,101.27,103.51,1575715
2020-09-17,101.5,102.26,100.31,102.15,1242614
2020-09-18,101.73,102.37,100.79,100.76,1466534
2020-09-19,96.42,98.51,95.81,96.27,1314425
2020-09-20,94.67,96.46,93.61,95.13,1852768
2020-09-21,95.02,96.01,93.64,94.21,1692571
2020-09-22,92.77,94.24,91.09,93.64,906300
2020-09-23,95.31,96.34,93.36,96.0,1369528
2020-09-24,93.69,94.86,91.44,92.88,1440071
2020-09-25,92.43,93.77,91.42,93.38,1043769
2020-09-26,92.69,93.36,91.0,92.68,1908272
2020-09-27,94.54,95.54,93.82,96.14,1559998
2020-09-28,92.9,93.99,91.94,92.76,1353692
2020-09-29,94.61,96.34,93.88,94.72,1775655
2020-09-30,94.9,95.41,93.37,95.15,830308
2020-10-01,92.69,94.78,91.12,93.62,1282414
2020-10-02,93.44,95.32,92.81,93.93,1314307
2020-10-03,94.36,94.84,93.16,93.9,1042022
2020-10-04,93.19,93.62,91.11,93.33,982861
2020-10-05,92.72,93.83,92.64,92.76,1483659
2020-10-06,93.25,94.19,90.92,92.67,1075988
2020-10-07,91.92,93.56,91.78,92.21,1038074
2020-10-08,94.15,94.82,93.2,92.87,1078683
2020-10-09,95.5,97.39,94.26,96.16,1773818
2020-10-10,95.22,95.87,93.57,94.91,1664241
2020-10-11,96.71,98.15,96.15,97.94,1373895
2020-10-12,95.13,95.66,93.64,94.51,1492769
2020-10-13,94.28,95.55,93.73,95.2,1636349
2020-10-14,95.02,96.52,94.63,94.92,1126364
2020-10-15,95.72,97.36,94.95,94.67,691994
2020-10-16,95.01,95.45,94.09,93.6,535301
2020-10-17,93.93,96.09,92.74,93.79,1786621
2020-10-18,93.23,95.18,92.41,94.05,1216358
2020-10-19,93.08,94.09,91.74,92.44,616582
2020-10-20,93.18,95.58,92.91,94.26,1308167
2020-10-21,94.28,95.69,92.68,95.39,1124632
2020-10-22,95.05,94.24,91.66,92.98,845629
2020-10-23,94.39,96.38,93.3,95.12,1569085
2020-10-24,95.91,96.63,93.51,95.61,1487308
2020-10-25,96.27,98.02,95.58,96.13,1190967
2020-10-26,97.76,98.51,96.43,98.18,1280215
2020-10-27,96.59,98.12,94.84,96.12,613362
2020-10-28,95.98,96.8,93.98,95.23,552540
2020-10-29,96.44,97.17,95.32,97.6,1325740
2020-10-30,98.45,98.63,96.35,97.72,1429916
2020-10-31,97.13,99.06,95.45,97.89,863191
2020-11-01,97.72,99.29,95.87,98.28,658222
2020-11-02,99.64,100.76,98.36,99.19,702250
2020-11-03,98.07,100.47,97.04,99.25,1738411
2020-11-04,99.31,100.35,98.55,99.2,1973624
2020-11-05,99.23,100.26,98.5,98.87,959778
2020-11-06,98.6,100.67,97.79,98.68,1405751
2020-11-07,101.69,102.31,99.36,100.16,1672056
2020-11-08,101.29,103.24,101.18,102.12,569128
2020-11-09,103.52,104.72,101.2,103.06,1484027
2020-11-10,105.31,105.52,103.85,104.64,1892173
2020-11-11,104.91,106.71,103.55,105.25,1817958
2020-11-12,105.51,106.92,105.33,105.8,601051
2020-11-13,105.09,106.24,104.71,105.31,1491370
2020-11-14,105.7,106.82,104.13,105.98,887081
2020-11-15,104.87,106.89,104.35,106.0,1347362
2020-11-16,105.41,106.79,103.99,106.11,1667489
2020-11-17,106.06,107.78,104.81,106.62,1979056
2020-11-18,106.25,106.28,104.52,106.0,983969
2020-11-19,109.02,109.66,107.77,108.6,1991380
2020-11-20,107.6,108.56,105.42,106.88,1257385
2020-11-21,105.68,106.55,103.39,104.65,1480419
2020-11-22,107.21,108.14,105.68,107.61,1472330
2020-11-23,109.04,109.93,106.62,108.32,1445369
2020-11-24,108.94,111.09,107.57,109.35,746896
2020-11-25,110.24,111.82,109.15,110.71,1901531
2020-11-26,110.54,111.17,108.81,109.93,1811865
2020-11-27,108.16,110.44,107.07,108.14,1280695
2020-11-28,110.49,109.67,107.41,108.97,1505003
2020-11-29,107.94,108.62,107.39,108.08,1754484
2020-11-30,109.46,110.4,108.38,109.25,612233
2020-12-01,109.79,110.88,108.45,109.9,1211011
2020-12-02,108.38,108.79,107.08,106.68,1431336
2020-12-03,107.46,108.04,105.59,108.0,1219365
2020-12-04,108.13,108.76,107.51,108.46,559328
2020-12-05,106.47,109.01,106.39,107.45,841965
2020-12-06,105.71,107.43,105.02,104.32,705705
2020-12-07,106.61,107.23,104.92,106.99,809996
2020-12-08,106.94,108.05,105.42,106.2,856470
2020-12-09,106.57,107.25,105.13,105.7,1149315
2020-12-10,105.19,106.73,104.5,105.16,565353
2020-12-11,104.9,106.45,104.74,105.8,1634096
2020-12-12,103.95,105.22,102.17,103.75,1021321
2020-12-13,102.03,102.28,100.41,101.76,972293
2020-12-14,100.69,101.78,98.32,100.64,1945802
2020-12-15,99.83,100.44,98.72,100.04,1491315
2020-12-16,100.91,101.44,99.79,100.59,620003
2020-12-17,104.31,103.62,101.0,102.05,1977880
2020-12-18,103.94,105.2,102.89,103.51,1327028
2020-12-19,102.99,104.25,102.16,104.09,748216
2020-12-20,103.32,105.3,102.69,104.03,1523056
2020-12-21,102.42,102.94,100.75,102.47,1685997
2020-12-22,101.28,103.6,100.42,101.83,523347
2020-12-23,101.73,103.35,99.76,102.1,1872961
2020-12-24,102.32,103.48,101.24,101.55,1340574
2020-12-25,101.66,102.5,99.89,101.43,1954952
2020-12-26,102.33,103.16,100.48,101.54,1499362
2020-12-27,104.4,105.0,102.08,104.81,1090211
2020-12-28,102.73,105.52,101.96,103.05,1857611
2020-12-29,104.87,105.35,103.78,105.29,1489950
2020-12-30,105.8,106.8,104.75,105.26,1171118
2020-12-31,104.97,106.46,103.6,104.65,1376993
2021-01-01,104.31,106.25,104.52,105.28,1224443
2021-01-02,104.81,106.15,104.18,104.85,1312104
2021-01-03,104.76,106.53,104.62,105.31,1497496
2021-01-04,103.18,105.91,102.73,103.82,607376
2021-01-05,104.22,106.12,102.3,103.87,1503585
2021-01-06,104.57,106.29,102.97,105.21,1401349
2021-01-07,108.46,108.64,106.08,106.7,951481
2021-01-08,108.5,110.44,107.19,108.2,671550
2021-01-09,112.46,112.46,110.03,111.13,1106002
2021-01-10,109.88,111.51,109.99,110.41,845896
2021-01-11,111.71,113.54,110.44,112.63,1360210
2021-01-12,112.3,113.98,111.13,111.82,629682
2021-01-13,115.08,117.32,114.72,115.17,880510
2021-01-14,114.11,115.44,113.22,114.42,979618
2021-01-15,112.95,113.69,112.45,112.87,1414469
2021-01-16,112.04,113.32,110.62,113.28,528357
2021-01-17,109.9,109.82,108.1,108.89,1803280
2021-01-18,108.38,109.12,107.22,108.35,546252
2021-01-19,107.29,108.71,106.37,107.52,1448716
2021-01-20,107.54,107.89,105.48,107.74,1292319
2021-01-21,108.09,109.53,106.55,107.9,845542
2021-01-22,110.56,111.74,109.24,110.52,1554616
2021-01-23,111.87,113.42,110.67,113.04,644512
2021-01-24,111.24,111.8,110.04,111.11,1152341
2021-01-25,110.39,110.82,109.02,109.59,1923445
2021-01-26,111.11,111.19,108.93,110.23,1437228
2021-01-27,108.45,110.51,107.88,107.71,1878599
2021-01-28,111.7,113.03,110.66,111.73,638260
2021-01-29,112.99,114.28,111.52,111.91,1512136
2021-01-30,112.4,113.22,111.57,112.38,703464
2021-01-31,109.58,111.71,108.85,109.71,1308476
2021-02-01,111.75,112.86,110.63,112.96,1559196
2021-02-02,112.34,112.41,110.5,110.76,1307155
2021-02-03,113.58,114.87,111.97,113.08,1851862
2021-02-04,111.21,113.05,109.7,111.07,541503
2021-02-05,109.51,110.74,108.77,110.14,1972035
2021-02-06,110.09,111.1,108.68,109.97,1450364
2021-02-07,110.2,112.22,109.38,110.28,1223311
2021-02-08,109.23,110.4,108.66,109.01,1493677
2021-02-09,110.59,111.25,109.42,110.75,655582
2021-02-10,108.76,110.33,108.01,107.81,602837
2021-02-11,108.8,110.55,106.78,108.75,663194
2021-02-12,109.0,110.16,107.22,108.64,1476821
2021-02-13,109.24,111.7,108.97,110.22,1371641
2021-02-14,110.58,112.3,110.27,111.66,1176182
2021-02-15,109.13,109.7,108.53,108.93,834547
2021-02-16,107.38,108.78,105.93,107.49,1595520
2021-02-17,108.84,109.82,108.04,108.55,1060290
2021-02-18,108.88,110.14,107.91,108.72,981133
2021-02-19,108.28,109.42,106.3,108.96,1821309
2021-02-20,111.27,111.37,108.81,110.67,1608693
2021-02-21,111.04,111.21,109.76,110.59,1151628
2021-02-22,112.63,112.86,111.25,112.7,1028915
2021-02-23,112.82,113.63,111.19,112.59,888038
2021-02-24,116.27,117.3,113.83,115.51,618159
2021-02-25,118.72,119.54,116.42,117.52,1807699
2021-02-26,118.09,119.8,115.94,117.67,873590
2021-02-27,119.8,120.19,118.0,119.57,1222240
2021-02-28,119.69,121.15,118.69,120.17,1180814
2021-03-01,121.53,123.02,121.62,122.74,1620210
2021-03-02,120.92,121.58,119.49,121.03,1974021
2021-03-03,121.9,122.79,120.99,121.43,864255
2021-03-04,123.18,125.14,122.31,122.79,783485
2021-03-05,121.23,122.67,119.36,120.74,595642
2021-03-06,118.11,121.0,118.15,118.78,942956
2021-03-07,115.71,116.83,115.4,116.15,1139433
2021-03-08,115.34,117.4,115.06,115.22,1281581
2021-03-09,115.84,117.65,116.12,116.35,1086803
2021-03-10,119.65,119.58,118.39,119.43,1026172
2021-03-11,118.34,120.82,118.35,119.09,1889688
2021-03-12,121.17,122.92,120.6,121.11,612586
2021-03-13,119.85,120.14,118.56,119.4,585041
2021-03-14,117.16,117.98,114.86,117.53,1628314
2021-03-15,116.2,117.68,115.79,116.9,1886487
2021-03-16,117.67,118.93,116.64,117.63,605946
2021-03-17,117.42,118.46,115.96,116.9,585623
2021-03-18,115.35,116.16,112.39,114.69,963234
2021-03-19,114.25,114.63,112.53,115.2,1562494
2021-03-20,112.02,113.12,111.14,111.69,628660
2021-03-21,112.66,114.32,111.75,112.5,870432
2021-03-22,113.27,114.9,112.07,113.73,777957
2021-03-23,111.82,113.21,110.64,112.67,1583575
2021-03-24,112.15,113.06,109.96,111.42,558115
2021-03-25,109.88,111.69,108.07,109.35,1243061
2021-03-26,110.06,111.69,107.97,109.73,1657291
2021-03-27,111.97,112.92,109.84,111.51,971864
2021-03-28,108.55,111.51,108.59,109.53,1901053
2021-03-29,111.13,111.82,109.03,110.79,781843
2021-03-30,109.72,111.43,107.97,110.28,1691129
2021-03-31,108.72,109.46,108.0,108.62,1186694
2021-04-01,107.93,109.44,106.36,108.33,952468
2021-04-02,106.41,107.77,106.02,107.21,1143238
2021-04-03,106.21,107.16,104.76,105.53,1894182
2021-04-04,105.36,105.09,102.36,103.69,901549
2021-04-05,107.61,109.05,106.27,106.98,565625
2021-04-06,107.8,108.13,105.95,106.92,782934
2021-04-07,106.02,106.76,105.42,105.71,898706
2021-04-08,106.14,107.73,105.34,107.35,1596631
2021-04-09,105.88,106.85,105.5,107.35,1919479
2021-04-10,105.69,106.6,104.89,105.76,1494744
2021-04-11,105.83,107.69,105.8,106.9,1404826
2021-04-12,107.63,109.19,106.0,107.9,598163
2021-04-13,106.92,108.35,105.21,107.75,1193106
2021-04-14,106.25,108.03,105.66,106.99,798136
2021-04-15,105.99,107.53,104.33,105.03,1114001
2021-04-16,102.65,103.61,101.89,102.71,1177983
2021-04-17,100.19,101.2,99.65,99.54,1115759
2021-04-18,101.95,103.22,101.59,103.12,747298
2021-04-19,103.73,106.37,102.76,104.93,1957055
2021-04-20,104.05,104.92,102.43,103.93,1835169
2021-04-21,104.72,105.72,104.41,105.08,1679246
2021-04-22,105.9,107.36,104.93,105.53,982835
2021-04-23,110.74,111.51,109.43,110.55,1383570
2021-04-24,112.44,112.67,110.7,112.49,681649
2021-04-25,112.16,112.63,110.42,111.2,616405
2021-04-26,110.28,112.24,109.51,111.26,804458
2021-04-27,107.67,109.72,106.3,108.74,1693186
2021-04-28,107.87,109.8,107.27,107.8,1792067
2021-04-29,106.35,108.33,105.22,107.14,1510021
2021-04-30,105.47,106.25,103.49,105.83,1731435
2021-05-01,103.91,105.96,102.85,104.62,1616475
2021-05-02,101.76,104.33,100.69,102.21,696318
2021-05-03,104.5,105.73,103.18,105.32,1838228
2021-05-04,105.8,107.95,105.3,107.73,1664765
2021-05-05,106.24,107.02,105.21,106.27,1222347
2021-05-06,108.97,109.26,106.54,108.12,745571
2021-05-07,108.38,110.07,107.81,108.64,803553
2021-05-08,106.14,108.37,106.7,107.39,1271883
2021-05-09,109.45,111.45,108.37,109.29,1039468
2021-05-10,110.28,110.99,108.66,110.58,905593
2021-05-11,108.69,110.07,107.14,108.17,1151439
2021-05-12,108.2,110.39,106.64,108.18,624323
2021-05-13,107.31,109.06,105.9,107.58,1547175
2021-05-14,105.16,105.86,104.48,104.25,683172
2021-05-15,106.51,107.57,105.13,106.97,1448189
2021-05-16,109.59,110.81,107.71,108.38,1401069
2021-05-17,107.07,108.02,106.64,106.42,1601437
2021-05-18,107.89,110.08,107.37,107.88,1120937
2021-05-19,107.84,109.02,106.63,107.3,714281
2021-05-20,106.7,107.17,105.03,107.08,1252773
2021-05-21,105.95,106.21,103.7,105.56,688175
2021-05-22,104.85,104.87,102.73,104.11,881883
2021-05-23,104.57,106.17,102.34,104.6,1125689
2021-05-24,103.53,103.85,102.47,102.63,1660468
2021-05-25,102.68,104.59,101.61,103.54,1501571
2021-05-26,103.5,104.57,101.67,102.79,616585
2021-05-27,102.94,104.43,102.06,103.08,1791293
2021-05-28,102.51,102.28,99.71,101.61,1716132
2021-05-29,101.27,101.65,99.88,100.41,1202959
2021-05-30,101.63,103.84,100.11,102.02,1054846
2021-05-31,102.88,104.56,100.87,102.77,1393578
2021-06-01,101.31,102.9,99.59,101.81,1250565
2021-06-02,101.6,101.91,100.03,100.57,1248734
2021-06-03,101.99,103.49,101.82,102.47,632282
2021-06-04,100.18,101.44,98.7,99.62,1088095
2021-06-05,100.7,101.73,99.78,101.25,704666
2021-06-06,99.96,101.68,98.13,100.2,1985096
