Date,Open,High,Low,Close,Volume
2000-06-07,199.84,199.87,197.11,199.86,4915193
2000-06-08,200.78,202.01,199.35,200.7,2492087
2000-06-09,199.57,202.6,198.42,199.19,3561797
2000-06-10,202.0,203.0,199.36,200.33,1133656
2000-06-11,198.99,200.67,198.09,198.9,1527210
2000-06-12,199.31,198.72,196.99,198.46,4580238
2000-06-13,203.91,201.91,200.43,203.97,3461685
2000-06-14,201.86,204.33,200.98,204.21,3132661
2000-06-15,202.76,203.2,199.84,202.13,108465
2000-06-16,200.42,202.67,199.55,202.71,1344918
2000-06-17,199.0,198.81,196.05,199.05,3582906
2000-06-18,197.69,200.47,197.44,199.98,2719255
2000-06-19,199.09,199.79,196.83,196.45,539121
2000-06-20,199.24,201.67,197.37,199.71,956401
2000-06-21,198.17,199.37,196.63,196.5,625792
2000-06-22,193.19,196.23,192.62,194.7,915076
2000-06-23,192.3,193.97,191.3,193.4,1600661
2000-06-24,195.58,197.06,194.92,196.43,615646
2000-06-25,199.15,200.55,198.34,199.81,501937
2000-06-26,196.88,197.19,195.71,196.77,726449
2000-06-27,195.53,196.68,194.32,195.22,1166441
2000-06-28,192.08,193.33,190.57,194.45,3689069
2000-06-29,189.96,192.4,189.09,192.2,3529000
2000-06-30,188.71,189.64,187.87,188.48,3069246
2000-07-01,188.25,190.97,188.1,190.17,487798
2000-07-02,194.36,193.82,190.44,192.7,114611
2000-07-03,191.58,195.5,192.3,194.22,3947796
2000-07-04,197.08,197.78,194.7,196.43,2939484
2000-07-05,197.0,199.21,195.09,197.18,4713767
2000-07-06,197.47,199.04,197.09,197.9,4020450
2000-07-07,199.83,200.0,197.77,200.33,686204
2000-07-08,200.16,199.97,196.27,199.79,4769398
2000-07-09,197.2,199.83,197.36,196.75,4356481
2000-07-10,197.51,198.22,196.26,198.8,4922636
2000-07-11,198.08,199.54,196.36,197.68,4184306
2000-07-12,201.03,202.18,199.36,200.53,4753523
2000-07-13,198.59,198.64,196.02,195.34,3639994
2000-07-14,193.73,196.2,192.5,194.49,2611907
2000-07-15,197.84,198.15,193.95,194.33,637424
2000-07-16,193.86,197.22,194.0,193.18,1443361
2000-07-17,193.35,193.51,190.64,191.17,524806
2000-07-18,190.04,192.28,189.72,189.94,4974218
2000-07-19,190.09,193.17,191.36,192.49,4366356
2000-07-20,193.47,195.22,192.7,195.18,1152890
2000-07-21,192.27,194.37,190.83,191.94,4914958
2000-07-22,193.65,195.82,193.34,194.5,2344945
2000-07-23,193.75,195.97,193.14,195.69,3508214
2000-07-24,195.04,195.31,193.71,193.43,4806616
2000-07-25,191.8,191.83,189.58,189.67,4530229
2000-07-26,189.82,191.12,188.9,187.07,4044779
2000-07-27,192.52,192.51,188.69,190.81,1456898
2000-07-28,192.2,191.99,188.38,190.81,1674945
2000-07-29,191.01,192.11,189.04,190.53,1929550
2000-07-30,191.24,190.86,187.28,188.37,162232
2000-07-31,189.54,190.79,188.05,187.75,1843578
2000-08-01,191.31,190.62,188.71,191.52,1733357
2000-08-02,189.93,193.0,189.33,191.86,3345178
2000-08-03,189.61,188.73,187.18,187.16,2032138
2000-08-04,189.56,190.32,187.53,190.5,3539052
2000-08-05,183.18,187.69,183.2,185.39,4361080
2000-08-06,186.76,187.28,185.34,187.08,594905
2000-08-07,185.2,188.33,184.95,186.24,1690758
2000-08-08,186.04,188.49,185.58,186.78,2417559
2000-08-09,185.29,187.72,183.8,185.23,3636318
2000-08-10,182.0,184.99,182.31,186.54,2343956
2000-08-11,184.43,186.21,182.42,183.16,3943695
2000-08-12,182.06,183.13,179.35,180.22,4124890
2000-08-13,181.5,184.22,181.35,182.43,4191197
2000-08-14,185.23,187.3,183.98,185.26,1289180
2000-08-15,188.39,189.19,186.51,189.17,1074488
2000-08-16,184.79,188.29,184.62,187.49,2148554
2000-08-17,183.68,186.73,183.13,187.51,891961
2000-08-18,184.71,184.81,182.51,184.45,3756328
2000-08-19,180.25,182.33,179.41,181.47,544181
2000-08-20,182.16,184.3,181.4,184.01,2100104
2000-08-21,177.53,179.55,177.47,179.46,1692978
2000-08-22,180.53,181.64,178.25,180.02,4596022
2000-08-23,178.2,180.73,178.15,178.69,3074168
2000-08-24,178.22,181.01,177.97,179.2,1199272
2000-08-25,179.03,180.39,176.98,178.78,4274756
2000-08-26,178.7,178.17,175.28,176.85,4175315
2000-08-27,177.88,179.39,175.97,176.95,3282313
2000-08-28,175.98,178.85,175.48,177.57,1290612
2000-08-29,177.54,178.51,174.41,177.44,496292
2000-08-30,178.88,179.97,177.01,177.69,2231256
2000-08-31,175.35,177.93,175.78,176.33,4239896
2000-09-01,176.33,177.13,173.42,176.55,3053415
2000-09-02,175.27,178.59,175.53,175.68,602057
2000-09-03,177.12,179.14,174.16,178.01,2221839
2000-09-04,175.47,176.15,174.11,175.45,3272345
2000-09-05,174.31,175.42,172.58,173.8,4088577
2000-09-06,175.05,176.7,173.9,175.94,2393725
2000-09-07,173.85,174.22,171.61,171.79,4975061
2000-09-08,173.42,172.91,169.07,171.71,2124737
2000-09-09,168.77,169.23,166.7,167.81,3733910
2000-09-10,169.24,171.36,168.73,170.82,3596865
2000-09-11,167.72,171.73,169.03,170.13,3223059
2000-09-12,169.25,169.69,167.71,168.72,3367014
2000-09-13,169.27,170.55,166.02,170.61,3540265
2000-09-14,166.96,169.26,165.96,168.95,809465
2000-09-15,167.67,170.1,166.49,167.19,2388171
2000-09-16,168.87,169.45,165.8,166.64,1706031
2000-09-17,167.49,170.96,167.62,168.24,2571855
2000-09-18,168.49,167.24,164.06,164.67,1806328
2000-09-19,167.18,167.38,163.69,166.32,2340061
2000-09-20,163.14,164.25,161.19,163.55,4586103
2000-09-21,161.64,163.47,160.52,162.16,4786366
2000-09-22,163.03,163.5,161.68,162.53,1364959
2000-09-23,160.06,162.4,158.68,162.01,1685873
2000-09-24,159.06,161.78,158.08,160.54,3797759
2000-09-25,162.1,165.18,162.04,164.16,4777983
2000-09-26,160.63,162.66,158.54,157.8,4571968
2000-09-27,160.35,160.25,158.06,158.81,4218049
2000-09-28,160.73,161.29,158.28,160.14,2742541
2000-09-29,162.98,163.32,160.2,160.39,3422673
2000-09-30,158.62,161.73,158.32,159.66,252316
2000-10-01,159.56,161.23,159.09,159.87,4505686
2000-10-02,158.63,160.78,157.28,158.82,3514074
2000-10-03,158.94,160.01,156.93,159.5,4940318
2000-10-04,162.73,164.29,162.09,164.61,953206
2000-10-05,163.04,163.23,161.06,163.56,3078692
2000-10-06,161.57,162.09,159.15,161.34,2548105
2000-10-07,163.18,163.02,160.18,161.99,3254068
2000-10-08,161.11,164.21,160.37,160.96,3230573
2000-10-09,163.87,163.69,161.45,162.68,2123960
2000-10-10,164.46,164.93,161.86,164.83,338436
2000-10-11,165.94,166.17,163.28,166.67,1669633
2000-10-12,162.1,164.15,160.82,162.62,2584572
2000-10-13,162.54,164.0,161.62,163.21,3475794
2000-10-14,162.0,164.14,160.61,161.64,3346848
2000-10-15,161.39,161.29,158.83,159.46,2733654
2000-10-16,159.15,160.94,157.35,159.77,1543469
2000-10-17,160.13,161.7,158.34,159.69,1017169
2000-10-18,159.38,159.34,156.54,158.86,3253156
2000-10-19,157.09,159.41,155.11,157.46,3132090
2000-10-20,160.07,161.64,158.58,159.78,2581326
2000-10-21,156.78,158.71,154.76,156.67,1805981
2000-10-22,158.01,159.26,156.65,158.29,2654001
2000-10-23,158.8,162.13,159.26,159.39,3529964
2000-10-24,162.54,164.43,161.5,164.05,1126322
2000-10-25,163.05,164.96,162.12,162.37,4599231
2000-10-26,163.97,165.1,161.86,163.22,2372638
2000-10-27,163.6,164.48,162.35,163.41,2895221
2000-10-28,162.7,162.03,160.99,160.32,3591160
2000-10-29,159.87,163.1,160.58,161.77,4998621
2000-10-30,162.57,164.17,161.01,163.62,1906070
2000-10-31,164.0,167.77,163.31,165.73,4688500
2000-11-01,165.65,168.26,163.92,166.65,3862702
2000-11-02,166.21,166.78,165.26,166.33,823126
2000-11-03,170.29,171.91,168.2,170.63,1392426
2000-11-04,172.33,175.32,171.71,174.72,2991705
2000-11-05,172.55,173.46,171.09,172.47,3874969
2000-11-06,175.62,176.23,173.1,172.0,442991
2000-11-07,174.54,177.7,173.85,175.91,1325925
2000-11-08,178.44,179.1,176.48,178.25,1696265
2000-11-09,176.62,175.75,173.64,174.56,3400838
2000-11-10,174.29,175.34,171.72,171.39,4464724
2000-11-11,173.11,172.87,169.71,170.95,1809334
2000-11-12,172.25,174.42,170.83,173.04,1189241
2000-11-13,175.18,176.82,173.65,174.61,2291183
2000-11-14,180.25,179.99,177.67,180.23,3397888
2000-11-15,180.98,181.64,178.13,179.73,4388806
2000-11-16,178.64,178.76,175.62,175.22,3164464
2000-11-17,176.36,176.43,173.6,176.08,2945015
2000-11-18,169.83,171.9,168.8,170.11,3758061
2000-11-19,167.74,169.99,166.45,167.25,2097617
2000-11-20,169.38,171.76,168.26,170.24,2673171
2000-11-21,172.86,172.68,168.84,172.03,3865086
2000-11-22,170.72,174.11,171.27,173.39,4975420
2000-11-23,172.37,175.07,171.04,171.08,3589309
2000-11-24,174.03,176.18,173.67,174.66,3476303
2000-11-25,174.67,173.34,171.36,172.93,1819518
2000-11-26,173.18,176.31,171.96,173.73,3121405
2000-11-27,175.62,177.13,174.79,175.06,3446993
2000-11-28,175.24,174.66,171.54,173.01,748401
2000-11-29,173.45,173.91,170.55,173.36,4015639
2000-11-30,172.84,174.13,171.33,170.47,4544475
2000-12-01,172.02,173.05,170.31,170.68,1302978
2000-12-02,170.67,171.31,169.99,168.17,3319257
2000-12-03,173.79,174.48,172.15,174.58,542703
2000-12-04,172.79,176.2,174.15,174.06,3587026
2000-12-05,174.83,176.1,173.97,173.16,1366081
2000-12-06,173.25,173.42,170.8,174.48,3759047
2000-12-07,176.26,176.94,174.52,174.34,943780
2000-12-08,175.76,176.67,173.63,174.9,4401869
2000-12-09,174.54,173.36,170.81,174.99,2590910
2000-12-10,173.13,175.64,171.75,174.27,4352835
2000-12-11,171.27,174.11,170.43,172.67,4031092
2000-12-12,176.32,177.75,173.69,178.26,2465860
2000-12-13,173.42,176.45,175.1,175.18,4950461
2000-12-14,175.87,177.0,174.67,174.57,217636
2000-12-15,174.33,176.19,174.13,177.06,4249643
2000-12-16,174.03,176.08,172.97,175.42,1149574
2000-12-17,175.2,176.88,173.48,176.33,2757023
2000-12-18,173.92,176.07,173.81,175.11,748595
2000-12-19,175.86,176.78,173.96,175.81,3897596
2000-12-20,175.23,174.88,172.62,173.08,3860754
2000-12-21,176.77,176.04,173.51,176.18,335056
2000-12-22,176.52,177.02,174.12,174.29,2785676
2000-12-23,173.75,176.56,172.23,171.95,2739362
2000-12-24,171.98,174.16,171.34,172.68,1145830
2000-12-25,174.49,175.26,171.84,173.88,3701511
2000-12-26,169.4,171.16,167.8,169.43,2586678
2000-12-27,170.23,171.92,167.75,167.98,1473456
2000-12-28,173.28,172.77,169.78,171.01,3676775
2000-12-29,169.6,170.91,169.14,169.03,2127240
2000-12-30,169.99,172.85,169.54,169.85,4764456
2000-12-31,171.47,173.44,170.47,170.7,4430548
2001-01-01,172.86,173.2,169.13,170.09,1926288
2001-01-02,167.12,170.13,166.03,166.0,280850
2001-01-03,171.12,170.46,167.74,168.29,3199340
2001-01-04,168.46,170.63,168.07,169.3,3282845
2001-01-05,173.56,173.72,170.38,172.09,3088172
2001-01-06,172.47,174.33,171.47,174.29,642164
2001-01-07,175.29,176.64,173.6,174.84,1382985
2001-01-08,170.08,172.89,169.02,171.12,1773972
2001-01-09,172.47,173.48,169.68,170.18,268210
2001-01-10,173.75,173.9,170.48,172.1,3411672
2001-01-11,173.59,172.88,170.44,169.59,4099499
2001-01-12,170.52,172.69,168.72,168.68,255662
2001-01-13,172.21,174.57,171.24,173.26,2676331
2001-01-14,176.37,177.11,173.81,174.46,2647991
2001-01-15,174.26,173.95,170.43,170.63,2685286
2001-01-16,171.59,172.18,169.81,171.71,1606100
2001-01-17,167.64,168.5,166.24,169.31,3923097
2001-01-18,169.18,170.03,165.2,168.61,4364550
2001-01-19,167.94,169.91,167.19,169.02,4089415
2001-01-20,171.97,173.05,168.01,169.69,1872874
2001-01-21,170.01,172.66,169.36,171.52,1076311
2001-01-22,172.04,173.8,169.78,170.64,2975374
2001-01-23,175.29,177.39,174.29,175.62,3761932
2001-01-24,174.95,176.7,173.57,175.3,3425999
2001-01-25,175.7,177.84,174.69,178.34,4047606
2001-01-26,173.22,174.94,172.67,173.77,3417185
2001-01-27,169.38,171.82,169.87,170.44,3757095
2001-01-28,175.57,177.22,173.79,175.57,4961838
2001-01-29,173.9,174.57,172.03,174.4,3088762
2001-01-30,173.98,173.9,170.57,172.5,2391673
2001-01-31,172.99,173.77,171.8,171.82,115757
2001-02-01,170.79,173.24,169.75,171.61,2120381
2001-02-02,172.3,172.08,169.33,169.82,3771454
2001-02-03,172.4,173.71,170.76,172.36,3728222
2001-02-04,171.39,175.57,171.51,171.99,1264280
2001-02-05,178.73,180.49,177.36,176.81,4216210
2001-02-06,179.06,180.39,178.14,179.26,2811511
2001-02-07,179.86,181.59,177.93,178.53,3551292
2001-02-08,180.53,181.82,178.48,182.17,1037390
2001-02-09,183.45,183.19,179.34,181.87,873337
2001-02-10,184.36,185.41,181.57,183.06,1834413
2001-02-11,182.54,183.47,180.3,181.17,141042
2001-02-12,183.39,184.02,181.04,183.9,1448103
2001-02-13,178.72,182.58,180.12,181.53,1022727
2001-02-14,178.38,179.56,177.09,178.81,4321364
2001-02-15,179.65,181.0,177.92,180.56,4571174
2001-02-16,177.83,180.68,176.82,179.5,2895212
2001-02-17,177.19,178.85,176.72,174.99,4428406
2001-02-18,177.47,178.96,176.23,178.89,3135513
2001-02-19,177.12,179.01,176.65,178.32,4833273
2001-02-20,180.45,182.2,178.35,180.71,3971648
2001-02-21,180.5,180.46,177.91,179.12,4039344
2001-02-22,182.46,181.98,178.6,181.06,2089198
2001-02-23,178.63,180.17,177.0,179.06,4322217
2001-02-24,183.81,185.13,181.32,183.25,3615851
2001-02-25,178.57,183.45,179.54,180.26,4808837
2001-02-26,180.77,182.36,179.39,179.56,486988
2001-02-27,178.57,180.65,178.78,179.9,2938823
2001-02-28,177.53,179.57,176.23,176.59,3918184
2001-03-01,174.46,179.16,175.79,179.36,1249271
2001-03-02,181.15,181.46,178.23,180.67,4678550
2001-03-03,179.22,180.99,177.19,179.63,778971
2001-03-04,176.22,178.58,175.76,176.98,1523252
2001-03-05,177.06,178.91,176.73,176.03,2685881
2001-03-06,183.27,183.47,180.84,181.08,3540767
2001-03-07,182.67,183.76,180.64,181.34,3458907
2001-03-08,183.24,185.68,181.77,183.04,226355
2001-03-09,183.95,185.53,183.17,183.19,2458888
2001-03-10,183.82,184.51,181.04,181.22,2044392
2001-03-11,181.35,182.12,180.24,180.98,4112423
2001-03-12,183.48,183.14,180.84,182.48,3886345
2001-03-13,183.49,185.36,181.53,181.67,2229816
2001-03-14,183.51,185.17,181.55,183.9,1972687
2001-03-15,183.03,184.9,182.67,183.86,4569877
2001-03-16,184.54,185.46,182.46,184.24,4310235
2001-03-17,186.39,187.85,185.04,185.53,4913094
2001-03-18,187.42,188.26,184.94,186.22,1021725
2001-03-19,186.35,187.99,185.34,186.7,2522524
2001-03-20,184.16,184.54,182.09,183.86,2922397
2001-03-21,185.0,186.42,183.32,186.99,4645599
2001-03-22,181.77,182.74,179.06,181.36,1685909
2001-03-23,181.71,182.35,180.26,181.16,3440220
2001-03-24,180.77,183.07,179.9,181.08,4095705
2001-03-25,182.85,183.45,180.1,180.14,4491778
2001-03-26,176.4,178.77,176.2,178.4,4061089
2001-03-27,180.95,181.2,179.85,180.67,2274745
2001-03-28,180.66,180.93,177.72,180.62,1073058
2001-03-29,179.33,180.63,176.44,177.7,3635944
2001-03-30,179.65,180.29,176.35,178.24,4302321
2001-03-31,177.33,179.31,175.69,177.49,4363701
2001-04-01,179.27,181.11,177.61,178.8,3335853
2001-04-02,177.56,179.61,177.35,177.89,4173222
2001-04-03,178.11,179.42,175.56,179.85,1166509
2001-04-04,178.35,180.35,176.15,179.09,2798576
2001-04-05,175.88,177.8,175.01,175.6,1051741
2001-04-06,174.98,177.52,174.24,179.01,767381
2001-04-07,178.97,181.5,176.92,179.13,1984474
2001-04-08,174.98,178.31,175.0,176.8,1382145
2001-04-09,173.06,172.51,170.35,173.61,3663789
2001-04-10,169.53,170.11,168.08,169.99,385611
2001-04-11,169.46,171.61,167.97,169.32,4610612
2001-04-12,164.37,166.09,163.63,163.92,1002434
2001-04-13,165.72,167.49,164.15,167.18,2250326
2001-04-14,166.2,167.81,163.74,165.74,2513666
2001-04-15,167.13,170.58,167.78,167.45,1180522
2001-04-16,166.75,168.25,166.2,166.93,3117605
2001-04-17,166.13,168.57,164.76,167.57,1220019
2001-04-18,167.45,170.97,167.84,169.22,4996870
2001-04-19,164.18,166.97,164.61,166.18,1913242
2001-04-20,164.9,166.97,164.35,166.86,1329912
2001-04-21,159.56,161.43,158.14,157.85,2102380
2001-04-22,157.67,161.56,159.06,160.1,553662
2001-04-23,157.22,159.89,156.42,157.07,2164640
2001-04-24,159.03,160.96,156.49,158.5,983539
2001-04-25,158.36,160.72,157.47,160.91,4850266
2001-04-26,160.39,162.55,158.55,160.34,2833137
2001-04-27,161.86,163.53,160.29,161.71,338012
2001-04-28,163.41,164.08,162.93,162.76,4396819
2001-04-29,164.86,166.5,164.08,163.16,3699324
2001-04-30,165.18,167.66,164.4,164.49,4495845
2001-05-01,168.13,167.18,164.25,165.49,3763543
2001-05-02,168.1,169.86,167.07,167.95,2945362
2001-05-03,171.19,171.49,168.86,169.76,878188
2001-05-04,168.13,170.01,166.58,168.26,1529276
2001-05-05,166.49,168.64,165.27,168.69,470586
2001-05-06,164.86,167.7,163.51,164.71,4672812
2001-05-07,166.51,167.63,164.27,165.87,859936
2001-05-08,164.91,165.13,161.64,162.71,1479219
2001-05-09,163.05,164.65,161.23,164.25,1886626
2001-05-10,166.4,167.88,164.47,164.82,1057568
2001-05-11,169.1,169.42,166.28,166.75,3796599
2001-05-12,166.82,169.58,165.65,168.38,2454884
2001-05-13,166.64,169.45,165.15,166.63,3173880
2001-05-14,166.53,168.75,165.38,169.1,4657379
2001-05-15,166.31,168.27,165.78,166.75,1298372
2001-05-16,166.12,168.44,165.85,166.23,3033938
2001-05-17,165.79,166.51,163.92,166.94,1640981
2001-05-18,166.27,167.6,165.35,164.82,3364473
2001-05-19,165.36,166.02,163.59,165.36,3810653
2001-05-20,168.27,169.67,166.75,168.29,1968826
2001-05-21,166.99,168.77,166.28,168.6,2631182
2001-05-22,164.24,164.79,162.11,164.2,1024962
2001-05-23,161.87,163.06,159.78,161.58,4293175
2001-05-24,161.55,163.06,160.89,161.91,1204779
2001-05-25,164.87,165.93,162.41,164.58,2463288
2001-05-26,165.42,167.99,164.47,165.97,1828874
2001-05-27,167.98,169.61,165.75,167.74,2502048
2001-05-28,163.39,166.28,163.73,164.58,4126859
2001-05-29,163.59,165.03,161.29,162.72,1751280
2001-05-30,163.33,165.35,163.47,165.33,118519
2001-05-31,163.5,164.7,163.12,165.35,169611
2001-06-01,161.34,164.4,160.17,162.39,3359377
2001-06-02,162.58,165.6,162.82,162.85,4725320
2001-06-03,164.27,165.98,163.41,164.39,2829682
